Municipio,Provincia,Comarca,cluster,CoordenadaX,CoordenadaY,Población,area_servicio,helipuerto_municipio,distancia_helipuerto
ANDAVÍAS,ZAMORA,,ZAMORA,261960.21,4608993.32,420,ZAMORA,FONFRÍA,24039.208004135555
AYOÓ DE VIDRIALES,ZAMORA,,ZAMORA,246610.85,4668767.29,274,ZAMORA,FONFRÍA,55273.98594656467
BRIME DE URZ,ZAMORA,,ZAMORA,262220.11,4657933.27,99,ZAMORA,FONFRÍA,49857.85116009895
CAÑIZAL,ZAMORA,,ZAMORA,301240.66,4560073.46,421,ÁVILA,MUÑANA,70674.30215109463
EL CUBO DE TIERRA DEL VINO,ZAMORA,,ZAMORA,272990.53,4570618.35,298,ZAMORA,FONFRÍA,55516.43322077722
FONFRÍA,ZAMORA,,ZAMORA,238468.86,4614096.26,763,ZAMORA,FONFRÍA,0.0
GALENDE,ZAMORA,,ZAMORA,197143.28,4668036.38,1024,BIERZO,SANCEDO,62314.030119254305
HERMISENDE,ZAMORA,,ZAMORA,177405.21,4653773.19,216,ZAMORA,FONFRÍA,72821.89317470022
JUSTEL,ZAMORA,,ZAMORA,227623.64,4671517.41,78,ZAMORA,FONFRÍA,58436.352249014846
MANZANAL DE LOS INFANTES,ZAMORA,,ZAMORA,220042.63,4661411.35,135,ZAMORA,FONFRÍA,50776.408830489236
MORERUELA DE LOS INFANZONES,ZAMORA,,ZAMORA,274610.38,4612423.39,324,ZAMORA,FONFRÍA,36180.21506220356
MUELAS DEL PAN,ZAMORA,,ZAMORA,252340.17,4600993.27,616,ZAMORA,FONFRÍA,19081.4461730815
PEDRALBA DE LA PRADERÍA,ZAMORA,,ZAMORA,194230.29,4659062.3,195,ZAMORA,FONFRÍA,63079.2820894983
PORTO,ZAMORA,,ZAMORA,177925.19,4675786.35,156,BIERZO,SANCEDO,59507.69049594982
POZOANTIGUO,ZAMORA,,ZAMORA,297090.61,4607718.34,190,VALLADOLID,FUENSALDAÑA,57112.77968929982
ROBLEDA-CERVANTES,ZAMORA,,ZAMORA,202744.37,4665310.38,400,ZAMORA,FONFRÍA,62442.976171339804
ROELOS DE SAYAGO,ZAMORA,,ZAMORA,234243.07,4571580.07,138,ZAMORA,FONFRÍA,42725.67978675302
SAN MIGUEL DE LA RIBERA,ZAMORA,,ZAMORA,284440.61,4578893.33,252,ZAMORA,FONFRÍA,57902.05591036798
VADILLO DE LA GUAREÑA,ZAMORA,,ZAMORA,302990.67,4572843.34,243,VALLADOLID,FUENSALDAÑA,67996.22163868883
VILLANUEVA DEL CAMPO,ZAMORA,,ZAMORA,300820.89,4650893.27,761,VALLADOLID,FUENSALDAÑA,61371.54152120492
VILLAVEZA DE VALVERDE,ZAMORA,,ZAMORA,263890.15,4647593.28,72,ZAMORA,FONFRÍA,42051.068168888814
ALMEIDA DE SAYAGO,ZAMORA,,ZAMORA,242372.16,4572872.17,422,ZAMORA,FONFRÍA,41408.46951069416
ARCENILLAS,ZAMORA,,ZAMORA,275610.47,4592953.33,448,ZAMORA,FONFRÍA,42737.83666000171
BARCIAL DEL BARCO,ZAMORA,,ZAMORA,279140.5,4645843.29,253,ZAMORA,FONFRÍA,51595.118122846834
CASASECA DE LAS CHANAS,ZAMORA,,ZAMORA,276390.49,4590913.33,373,ZAMORA,FONFRÍA,44446.57765499821
CERNADILLA,ZAMORA,,ZAMORA,217111.66,4657806.33,110,ZAMORA,FONFRÍA,48648.74316202758
COTANES DEL MONTE,ZAMORA,,ZAMORA,309790.99,4632093.46,82,VALLADOLID,FUENSALDAÑA,45329.00113818639
EL MADERAL,ZAMORA,,ZAMORA,280290.62,4573468.33,169,ZAMORA,FONFRÍA,58306.84612961394
EL PIÑERO,ZAMORA,,ZAMORA,283430.6,4581253.32,215,ZAMORA,FONFRÍA,55679.5902613441
FERRERAS DE ARRIBA,ZAMORA,,ZAMORA,235128.77,4643476.27,358,ZAMORA,FONFRÍA,29569.26087693412
FUENTE ENCALADA,ZAMORA,,ZAMORA,252439.93,4666443.28,89,ZAMORA,FONFRÍA,54179.34384823566
FUENTESAÚCO,ZAMORA,,ZAMORA,290840.62,4567443.39,1606,ZAMORA,FONFRÍA,70137.66124368926
LUELMO,ZAMORA,,ZAMORA,238107.06,4592316.2,149,ZAMORA,FONFRÍA,21783.064817504037
MAIRE DE CASTROPONCE,ZAMORA,,ZAMORA,269765.22,4665943.26,140,ZAMORA,FONFRÍA,60560.49502976011
MORALES DE VALVERDE,ZAMORA,,ZAMORA,260610.08,4647173.28,150,ZAMORA,FONFRÍA,39803.55354951153
PERERUELA,ZAMORA,,ZAMORA,259490.33,4588893.29,496,ZAMORA,FONFRÍA,32819.07825917399
PRADO,ZAMORA,,ZAMORA,299340.9,4643818.32,53,VALLADOLID,FUENSALDAÑA,59322.45007226876
PUEBLA DE SANABRIA,ZAMORA,,ZAMORA,199246.35,4662271.35,1366,ZAMORA,FONFRÍA,62122.81857102255
QUIRUELAS DE VIDRIALES,ZAMORA,,ZAMORA,265790.19,4655543.26,635,ZAMORA,FONFRÍA,49641.805788759346
REVELLINOS,ZAMORA,,ZAMORA,286870.66,4640818.33,229,ZAMORA,FONFRÍA,55288.36467399732
RIOFRÍO DE ALISTE,ZAMORA,,ZAMORA,236038.79,4634418.27,599,ZAMORA,FONFRÍA,20466.78603603875
TRABAZOS,ZAMORA,,ZAMORA,209622.71,4627641.18,838,ZAMORA,FONFRÍA,31867.934160043973
VEGALATRAVE,ZAMORA,,ZAMORA,241369.85,4621182.28,79,ZAMORA,FONFRÍA,7656.854603589321
VENIALBO,ZAMORA,,ZAMORA,287710.59,4585093.31,431,ZAMORA,FONFRÍA,57148.22028808434
VILLANUEVA DE LAS PERAS,ZAMORA,,ZAMORA,252949.94,4647013.29,89,ZAMORA,FONFRÍA,35961.542541822615
VILLASECO DEL PAN,ZAMORA,,ZAMORA,252440.23,4594993.27,207,ZAMORA,FONFRÍA,23666.926429450217
MOZONCILLO,SEGOVIA,,SEGOVIA,400460.07,4555869.92,907,SEGOVIA,TURÉGANO,15072.93620130135
MUÑOPEDRO,SEGOVIA,,SEGOVIA,375987.83,4527369.93,309,SEGOVIA,TURÉGANO,49152.16467092393
MUÑOVEROS,SEGOVIA,,SEGOVIA,420161.09,4558378.85,145,SEGOVIA,TURÉGANO,4979.771259847022
NAVA DE LA ASUNCIÓN,SEGOVIA,,SEGOVIA,375070.96,4557214.14,2787,SEGOVIA,TURÉGANO,40450.04117937335
NAVAFRÍA,SEGOVIA,,SEGOVIA,430712.1,4545421.7,279,SEGOVIA,TURÉGANO,18855.022303274956
NAVAS DE ORO,SEGOVIA,,SEGOVIA,379470.93,4561518.14,1274,SEGOVIA,TURÉGANO,36381.32727927471
NAVAS DE RIOFRÍO,SEGOVIA,,SEGOVIA,404330.91,4524746.8,439,SEGOVIA,TURÉGANO,33744.69930008738
NAVAS DE SAN ANTONIO,SEGOVIA,,SEGOVIA,387790.79,4513139.9,366,SEGOVIA,TURÉGANO,51537.047974586945
NIEVA,SEGOVIA,,SEGOVIA,380171.0,4548637.08,256,SEGOVIA,TURÉGANO,36227.42362728271
PELAYOS DEL ARROYO,SEGOVIA,,SEGOVIA,421033.06,4544859.71,48,SEGOVIA,TURÉGANO,12957.312520553878
PEROSILLO,SEGOVIA,,SEGOVIA,404541.11,4582994.32,20,SEGOVIA,TURÉGANO,28600.072867748302
PRÁDENA,SEGOVIA,,SEGOVIA,442221.22,4554406.75,468,SEGOVIA,TURÉGANO,26793.72399729641
REAL SITIO DE SAN ILDEFONSO,SEGOVIA,,SEGOVIA,415366.96,4527878.73,5205,SEGOVIA,TURÉGANO,28705.48738075838
REBOLLO,SEGOVIA,,SEGOVIA,428151.14,4560464.89,74,SEGOVIA,TURÉGANO,13217.681915755747
REMONDO,SEGOVIA,,SEGOVIA,375891.82,4577752.16,316,SEGOVIA,TURÉGANO,44924.169085491216
SAN CRISTÓBAL DE CUÉLLAR,SEGOVIA,,SEGOVIA,382623.83,4584875.2,154,SEGOVIA,TURÉGANO,43385.508921580105
SAN CRISTÓBAL DE LA VEGA,SEGOVIA,,SEGOVIA,361727.04,4552604.16,83,SEGOVIA,TURÉGANO,53936.07024256962
SAN CRISTÓBAL DE SEGOVIA,SEGOVIA,,SEGOVIA,409457.98,4533992.75,3153,SEGOVIA,TURÉGANO,23389.262329934732
SAN MIGUEL DE BERNUY,SEGOVIA,,SEGOVIA,420361.24,4583496.33,134,SEGOVIA,TURÉGANO,27345.16657057513
SANCHONUÑO,SEGOVIA,,SEGOVIA,390707.91,4575377.18,1027,SEGOVIA,TURÉGANO,31122.914374057076
SANTA MARÍA LA REAL DE NIEVA,SEGOVIA,,SEGOVIA,381837.0,4547522.06,885,SEGOVIA,TURÉGANO,34876.88028997162
SANTA MARTA DEL CERRO,SEGOVIA,,SEGOVIA,442553.32,4563168.89,49,SEGOVIA,TURÉGANO,27827.59100742451
SAUQUILLO DE CABEZAS,SEGOVIA,,SEGOVIA,410391.1,4560970.92,137,SEGOVIA,TURÉGANO,6746.264237946746
SOTILLO,SEGOVIA,,SEGOVIA,446472.42,4567502.87,30,SEGOVIA,TURÉGANO,32825.59674385979
TOLOCIRIO,SEGOVIA,,SEGOVIA,361382.03,4554917.17,36,SEGOVIA,TURÉGANO,54159.710187917364
TORRECILLA DEL PINAR,SEGOVIA,,SEGOVIA,413164.15,4580871.32,179,SEGOVIA,TURÉGANO,24401.102275588102
TRESCASAS,SEGOVIA,,SEGOVIA,412835.0,4535298.73,1105,SEGOVIA,TURÉGANO,21453.291719409503
VALDEPRADOS,SEGOVIA,,SEGOVIA,394021.84,4519304.86,60,SEGOVIA,TURÉGANO,43031.66726171995
VALLELADO,SEGOVIA,,SEGOVIA,380758.84,4584835.2,728,VALLADOLID,FUENSALDAÑA,43774.75603792187
VALLERUELA DE SEPÚLVEDA,SEGOVIA,,SEGOVIA,435176.22,4560176.88,52,SEGOVIA,TURÉGANO,19985.76293063131
VEGANZONES,SEGOVIA,,SEGOVIA,416698.1,4560620.9,197,SEGOVIA,TURÉGANO,4206.552249170607
VEGAS DE MATUTE,SEGOVIA,,SEGOVIA,392133.83,4517007.87,339,SEGOVIA,TURÉGANO,45967.23499003608
VILLACASTÍN,SEGOVIA,,SEGOVIA,380846.77,4515467.91,1525,SEGOVIA,TURÉGANO,53781.78712825369
VILLAVERDE DE ÍSCAR,SEGOVIA,,SEGOVIA,372198.87,4574099.15,593,SEGOVIA,TURÉGANO,46724.38317656867
ADRADAS,SORIA,,SORIA,544020.34,4577863.54,58,SORIA,TARDELCUENDE,30657.716591848828
ALCONABA,SORIA,,SORIA,551094.6,4619331.52,199,SORIA,TARDELCUENDE,25865.78427903696
ALCUBILLA DE LAS PEÑAS,SORIA,,SORIA,539593.26,4566834.58,59,SORIA,TARDELCUENDE,39376.08785665394
ALMAZÁN,SORIA,,SORIA,538992.45,4592925.64,5476,SORIA,TARDELCUENDE,15230.323319884543
ALMAZUL,SORIA,,SORIA,571177.59,4602823.35,60,SORIA,TARDELCUENDE,41618.235095050644
AUSEJO DE LA SIERRA,SORIA,,SORIA,551873.75,4638440.56,115,SORIA,TARDELCUENDE,40235.26790646416
BUBEROS,SORIA,,SORIA,567105.63,4610802.37,28,SORIA,TARDELCUENDE,37951.09943526934
CABREJAS DEL PINAR,SORIA,,SORIA,512403.48,4626996.82,299,SORIA,TARDELCUENDE,27987.95207316341
CAÑAMAQUE,SORIA,,SORIA,563577.48,4588361.38,27,SORIA,TARDELCUENDE,37788.470535655724
CARRASCOSA DE ABAJO,SORIA,,SORIA,492456.6,4585798.56,18,SORIA,TARDELCUENDE,41789.554017416005
CASAREJOS,SORIA,,SORIA,497337.78,4627317.61,146,SORIA,TARDELCUENDE,39282.2447526868
CIGUDOSA,SORIA,,SORIA,578266.84,4643148.29,15,SORIA,TARDELCUENDE,61873.18626378935
DEZA,SORIA,,SORIA,581663.5,4590661.27,165,SORIA,TARDELCUENDE,53969.983678849036
ESPEJÓN,SORIA,,SORIA,478481.17,4631034.59,128,SORIA,TARDELCUENDE,57411.94615262981
FRESNO DE CARACENA,SORIA,,SORIA,492266.6,4588978.56,19,SORIA,TARDELCUENDE,40607.78377324383
GARRAY,SORIA,,SORIA,545977.64,4629422.57,785,SORIA,TARDELCUENDE,29461.22766799773
MAJÁN,SORIA,,SORIA,558155.48,4591035.45,9,SORIA,TARDELCUENDE,31742.987120937585
MOLINOS DE DUERO,SORIA,,SORIA,517608.6,4637083.86,158,SORIA,TARDELCUENDE,34326.40116735939
MURIEL VIEJO,SORIA,,SORIA,507031.52,4625667.76,75,SORIA,TARDELCUENDE,30662.211949356635
PINILLA DEL CAMPO,SORIA,,SORIA,576117.67,4618736.29,18,SORIA,TARDELCUENDE,48512.83960959715
QUIÑONERÍA,SORIA,,SORIA,580233.59,4602317.3,10,SORIA,TARDELCUENDE,50688.258191887064
ROLLAMIENTA,SORIA,,SORIA,538851.81,4641709.69,44,SORIA,TARDELCUENDE,37927.55252054236
SANTA CRUZ DE YANGUAS,SORIA,,SORIA,545707.06,4656907.68,56,SORIA,TARDELCUENDE,54417.49611702863
SERÓN DE NÁGIMA,SORIA,,SORIA,566667.52,4594149.37,122,SORIA,TARDELCUENDE,38589.99011318885
SOLIEDRA,SORIA,,SORIA,551651.46,4591015.53,33,SORIA,TARDELCUENDE,26061.163581091423
TEJADO,SORIA,,SORIA,561112.58,4604330.43,96,SORIA,TARDELCUENDE,31505.74570629303
VADILLO,SORIA,,SORIA,499287.7,4626667.64,83,SORIA,TARDELCUENDE,37314.12589537187
VALDEPRADO,SORIA,,SORIA,573898.87,4643288.33,8,SORIA,TARDELCUENDE,58592.26644451361
VELILLA DE LOS AJOS,SORIA,,SORIA,562255.51,4593504.41,15,SORIA,TARDELCUENDE,34583.142250630015
VILLAR DEL RÍO,SORIA,,SORIA,553703.1,4658400.62,156,SORIA,TARDELCUENDE,58651.77499895178
AGUASAL,VALLADOLID,,VALLADOLID,361594.97,4570550.16,19,VALLADOLID,FUENSALDAÑA,48970.801114129914
ALDEAMAYOR DE SAN MARTÍN,VALLADOLID,,VALLADOLID,363171.32,4596866.18,6163,VALLADOLID,FUENSALDAÑA,24110.487342233573
BOCIGAS,VALLADOLID,,VALLADOLID,359119.0,4565574.19,75,VALLADOLID,FUENSALDAÑA,53545.05781043136
BOLAÑOS DE CAMPOS,VALLADOLID,,VALLADOLID,310748.99,4653021.32,254,VALLADOLID,FUENSALDAÑA,54476.95291919816
BUSTILLO DE CHAVES,VALLADOLID,,VALLADOLID,327233.03,4666639.51,65,VALLADOLID,FUENSALDAÑA,54410.701083395295
CASTRODEZA,VALLADOLID,,VALLADOLID,336895.11,4612548.34,142,VALLADOLID,FUENSALDAÑA,17382.673576251134
CASTRONUEVO DE ESGUEVA,VALLADOLID,,VALLADOLID,367854.71,4615636.22,393,VALLADOLID,FUENSALDAÑA,15065.3870046309
CASTROPONCE,VALLADOLID,,VALLADOLID,319632.93,4666124.43,128,VALLADOLID,FUENSALDAÑA,57989.31154996918
CIGUÑUELA,VALLADOLID,,VALLADOLID,345353.26,4611461.3,358,VALLADOLID,FUENSALDAÑA,10674.375062194487
CISTÉRNIGA,VALLADOLID,,VALLADOLID,359547.49,4608102.27,9281,VALLADOLID,FUENSALDAÑA,12464.214589014651
CURIEL DE DUERO,VALLADOLID,,VALLADOLID,408455.43,4610384.38,119,SEGOVIA,TURÉGANO,54261.88441197081
FUENTE-OLMEDO,VALLADOLID,,VALLADOLID,361978.98,4567233.17,42,VALLADOLID,FUENSALDAÑA,52304.570641645536
GALLEGOS DE HORNIJA,VALLADOLID,,VALLADOLID,325201.95,4608551.39,109,VALLADOLID,FUENSALDAÑA,29735.024379492297
GERIA,VALLADOLID,,VALLADOLID,343639.19,4604744.27,488,VALLADOLID,FUENSALDAÑA,16940.487298924047
LA MUDARRA,VALLADOLID,,VALLADOLID,338435.18,4627099.34,169,VALLADOLID,FUENSALDAÑA,16877.812715266165
LA UNIÓN DE CAMPOS,VALLADOLID,,VALLADOLID,307682.86,4660824.28,202,VALLADOLID,FUENSALDAÑA,61904.73543942206
MELGAR DE ARRIBA,VALLADOLID,,VALLADOLID,327478.85,4681929.59,162,PALENCIA,OSORNO LA MAYOR,62158.105201971885
MORALES DE CAMPOS,VALLADOLID,,VALLADOLID,319516.05,4636516.4,130,VALLADOLID,FUENSALDAÑA,37997.67398532336
MURIEL,VALLADOLID,,VALLADOLID,345325.06,4553946.24,111,ÁVILA,MUÑANA,60737.57106226959
PALAZUELO DE VEDIJA,VALLADOLID,,VALLADOLID,322138.09,4644017.37,164,VALLADOLID,FUENSALDAÑA,39959.719891373265
PEÑAFIEL,VALLADOLID,,VALLADOLID,406769.4,4605576.45,5188,SEGOVIA,TURÉGANO,49767.27238276688
PIÑEL DE ARRIBA,VALLADOLID,,VALLADOLID,406138.54,4617021.26,88,VALLADOLID,FUENSALDAÑA,53046.29971001936
POZUELO DE LA ORDEN,VALLADOLID,,VALLADOLID,312370.0,4632582.45,50,VALLADOLID,FUENSALDAÑA,43024.72849667861
QUINTANILLA DE ARRIBA,VALLADOLID,,VALLADOLID,398643.53,4608306.33,155,VALLADOLID,FUENSALDAÑA,46711.91479315956
RÁBANO,VALLADOLID,,VALLADOLID,411346.3,4598329.52,176,SEGOVIA,TURÉGANO,41953.42396301113
RUBÍ DE BRACAMONTE,VALLADOLID,,VALLADOLID,338673.03,4564349.24,214,VALLADOLID,FUENSALDAÑA,56317.98760934249
SAN PABLO DE LA MORALEJA,VALLADOLID,,VALLADOLID,351179.06,4558059.21,107,VALLADOLID,FUENSALDAÑA,60754.149278913304
SAN SALVADOR,VALLADOLID,,VALLADOLID,325985.97,4609800.4,23,VALLADOLID,FUENSALDAÑA,28583.39431505801
SAN VICENTE DEL PALACIO,VALLADOLID,,VALLADOLID,344749.06,4564686.21,160,VALLADOLID,FUENSALDAÑA,54740.15317794136
SARDÓN DE DUERO,VALLADOLID,,VALLADOLID,380533.62,4607388.2,607,VALLADOLID,FUENSALDAÑA,29685.87095218182
TORRE DE PEÑAFIEL,VALLADOLID,,VALLADOLID,409172.3,4598889.5,57,SEGOVIA,TURÉGANO,42778.65572587566
TORRESCÁRCELA,VALLADOLID,,VALLADOLID,389806.17,4593421.27,164,VALLADOLID,FUENSALDAÑA,44597.62687696525
VELASCÁLVARO,VALLADOLID,,VALLADOLID,334755.97,4566238.24,163,VALLADOLID,FUENSALDAÑA,55661.20910332129
VILLABÁÑEZ,VALLADOLID,,VALLADOLID,373183.64,4609788.2,507,VALLADOLID,FUENSALDAÑA,21985.997786673102
VILLAFRADES DE CAMPOS,VALLADOLID,,VALLADOLID,336940.24,4660375.54,61,VALLADOLID,FUENSALDAÑA,44629.924284444154
VILLÁN DE TORDESILLAS,VALLADOLID,,VALLADOLID,339803.13,4606398.29,122,VALLADOLID,FUENSALDAÑA,18186.31767023203
VILORIA,VALLADOLID,,VALLADOLID,384528.98,4589136.22,331,VALLADOLID,FUENSALDAÑA,43189.36345463318
ALDEALAFUENTE,SORIA,,SORIA,556156.6,4613569.47,83,SORIA,TARDELCUENDE,27916.374402368037
ALDEALICES,SORIA,,SORIA,557252.78,4638884.51,20,SORIA,TARDELCUENDE,43786.47111796016
ALDEALSEÑOR,SORIA,,SORIA,556799.74,4636568.51,28,SORIA,TARDELCUENDE,41719.03754856241
ALENTISQUE,SORIA,,SORIA,555824.42,4585659.46,24,SORIA,TARDELCUENDE,32530.27088256911
ALIUD,SORIA,,SORIA,562249.61,4611663.41,21,SORIA,TARDELCUENDE,33325.58587258893
ARENILLAS,SORIA,,SORIA,512867.42,4577288.57,42,SORIA,TARDELCUENDE,32313.35690308277
BARAONA,SORIA,,SORIA,528655.38,4571595.63,122,SORIA,TARDELCUENDE,33342.83837128503
CALTOJAR,SORIA,,SORIA,519713.41,4583491.65,51,SORIA,TARDELCUENDE,23608.6364118579
CARABANTES,SORIA,,SORIA,583560.57,4600578.28,22,SORIA,TARDELCUENDE,54122.93744891718
CIDONES,SORIA,,SORIA,529872.59,4629298.74,314,SORIA,TARDELCUENDE,24375.398283978648
CIRUJALES DEL RÍO,SORIA,,SORIA,555947.73,4635220.51,20,SORIA,TARDELCUENDE,40142.020193214754
DURUELO DE LA SIERRA,SORIA,,SORIA,505698.71,4644877.99,1026,SORIA,TARDELCUENDE,46563.17715900063
ESTEPA DE SAN JUAN,SORIA,,SORIA,555174.81,4641899.55,13,SORIA,TARDELCUENDE,44950.77389822403
FUENTECANTOS,SORIA,,SORIA,547418.69,4633135.57,65,SORIA,TARDELCUENDE,33360.36619355506
GORMAZ,SORIA,,SORIA,499346.49,4593575.55,26,SORIA,TARDELCUENDE,32323.855216773132
LA LOSILLA,SORIA,,SORIA,559957.75,4635924.48,13,SORIA,TARDELCUENDE,43379.97624548224
LICERAS,SORIA,,SORIA,479623.98,4580997.82,49,SORIA,TARDELCUENDE,55419.70006522684
MATALEBRERAS,SORIA,,SORIA,579142.75,4632714.29,81,SORIA,TARDELCUENDE,56793.58461736398
MIÑO DE SAN ESTEBAN,SORIA,,SORIA,471138.14,4598309.73,40,SORIA,TARDELCUENDE,58847.27678907489
MURIEL DE LA FUENTE,SORIA,,SORIA,511690.45,4619221.81,55,SORIA,TARDELCUENDE,22926.05989014408
NOVIERCAS,SORIA,,SORIA,580117.66,4618253.28,172,SORIA,TARDELCUENDE,52234.351650526914
PORTILLO DE SORIA,SORIA,,SORIA,573371.63,4609674.33,12,SORIA,TARDELCUENDE,44016.19485616745
QUINTANAS DE GORMAZ,SORIA,,SORIA,502018.46,4595166.58,127,SORIA,TARDELCUENDE,29268.57057771874
RELLO,SORIA,,SORIA,521004.42,4575722.62,20,SORIA,TARDELCUENDE,30444.39581881235
SUELLACABRAS,SORIA,,SORIA,564477.75,4633686.42,33,SORIA,TARDELCUENDE,45197.617780721295
TORLENGUA,SORIA,,SORIA,569835.5,4589646.34,45,SORIA,TARDELCUENDE,43027.011943147096
UCERO,SORIA,,SORIA,495753.81,4618382.51,91,SORIA,TARDELCUENDE,36435.12958677763
VALDEAVELLANO DE TERA,SORIA,,SORIA,535317.83,4643134.73,218,SORIA,TARDELCUENDE,38633.60680873713
VALDELAGUA DEL CERRO,SORIA,,SORIA,573391.81,4637762.33,13,SORIA,TARDELCUENDE,54726.05605519994
VELILLA DE LA SIERRA,SORIA,,SORIA,549555.64,4628825.54,27,SORIA,TARDELCUENDE,31128.442699500454
VIANA DE DUERO,SORIA,,SORIA,544950.51,4598180.59,49,SORIA,TARDELCUENDE,16755.29216887936
VILLAR DEL CAMPO,SORIA,,SORIA,570671.71,4626534.35,30,SORIA,TARDELCUENDE,46398.699652870295
ALCAZARÉN,VALLADOLID,,VALLADOLID,360080.09,4581303.05,614,VALLADOLID,FUENSALDAÑA,38119.76434468871
AMUSQUILLO,VALLADOLID,,VALLADOLID,391703.82,4622682.16,99,VALLADOLID,FUENSALDAÑA,38778.93587884026
BERCERO,VALLADOLID,,VALLADOLID,328557.96,4603359.31,177,VALLADOLID,FUENSALDAÑA,29004.053774093456
BRAHOJOS DE MEDINA,VALLADOLID,,VALLADOLID,328868.86,4565516.28,101,VALLADOLID,FUENSALDAÑA,58527.41634058992
CABREROS DEL MONTE,VALLADOLID,,VALLADOLID,311716.02,4635351.43,56,VALLADOLID,FUENSALDAÑA,44597.62534898571
CASTRONUÑO,VALLADOLID,,VALLADOLID,310841.6,4584576.18,767,VALLADOLID,FUENSALDAÑA,54384.25230035629
CERVILLEGO DE LA CRUZ,VALLADOLID,,VALLADOLID,336496.0,4561323.26,91,VALLADOLID,FUENSALDAÑA,59815.94990428559
COGECES DEL MONTE,VALLADOLID,,VALLADOLID,390260.27,4596343.28,644,VALLADOLID,FUENSALDAÑA,43391.235765122925
CUENCA DE CAMPOS,VALLADOLID,,VALLADOLID,329884.17,4658202.48,192,VALLADOLID,FUENSALDAÑA,45759.40523289775
ENCINAS DE ESGUEVA,VALLADOLID,,VALLADOLID,408186.6,4623332.13,218,VALLADOLID,FUENSALDAÑA,55252.76819891742
FOMBELLIDA,VALLADOLID,,VALLADOLID,401565.72,4624247.17,175,VALLADOLID,FUENSALDAÑA,48751.504523393945
FONTIHOYUELO,VALLADOLID,,VALLADOLID,329969.03,4669607.56,31,VALLADOLID,FUENSALDAÑA,55850.18348286848
FUENTE EL SOL,VALLADOLID,,VALLADOLID,337626.03,4560041.26,153,VALLADOLID,FUENSALDAÑA,60750.46296929845
HERRÍN DE CAMPOS,VALLADOLID,,VALLADOLID,338530.2,4665349.58,112,VALLADOLID,FUENSALDAÑA,48799.764534645285
LA PARRILLA,VALLADOLID,,VALLADOLID,371942.35,4599480.18,480,VALLADOLID,FUENSALDAÑA,26959.17254018202
LA SECA,VALLADOLID,,VALLADOLID,340578.04,4586470.14,1013,VALLADOLID,FUENSALDAÑA,34661.41328479278
LANGAYO,VALLADOLID,,VALLADOLID,399981.41,4602762.39,250,SEGOVIA,TURÉGANO,48721.51153623996
MATILLA DE LOS CAÑOS,VALLADOLID,,VALLADOLID,335993.05,4601298.26,113,VALLADOLID,FUENSALDAÑA,24476.00394236161
MONASTERIO DE VEGA,VALLADOLID,,VALLADOLID,320070.79,4677716.51,79,VALLADOLID,FUENSALDAÑA,67569.14397711573
MOTA DEL MARQUÉS,VALLADOLID,,VALLADOLID,318512.86,4611268.39,330,VALLADOLID,FUENSALDAÑA,35414.90395006743
NAVA DEL REY,VALLADOLID,,VALLADOLID,325801.77,4577536.19,1925,VALLADOLID,FUENSALDAÑA,49473.30739516157
PEDRAJAS DE SAN ESTEBAN,VALLADOLID,,VALLADOLID,367472.95,4577919.11,3406,VALLADOLID,FUENSALDAÑA,43310.102610556794
POZAL DE GALLINAS,VALLADOLID,,VALLADOLID,346025.06,4575653.14,538,VALLADOLID,FUENSALDAÑA,43709.07936712935
PURAS,VALLADOLID,,VALLADOLID,361750.01,4560356.18,45,SEGOVIA,TURÉGANO,53898.255844590174
QUINTANILLA DE ONÉSIMO,VALLADOLID,,VALLADOLID,386264.69,4609151.21,992,VALLADOLID,FUENSALDAÑA,34514.20379629521
RENEDO DE ESGUEVA,VALLADOLID,,VALLADOLID,364472.62,4612751.24,3972,VALLADOLID,FUENSALDAÑA,12853.873502691527
SAN CEBRIÁN DE MAZOTE,VALLADOLID,,VALLADOLID,321289.94,4616572.43,103,VALLADOLID,FUENSALDAÑA,31908.15670308298
SAN PELAYO,VALLADOLID,,VALLADOLID,330703.06,4616400.39,48,VALLADOLID,FUENSALDAÑA,22544.601361401357
TAMARIZ DE CAMPOS,VALLADOLID,,VALLADOLID,332259.2,4648932.41,84,VALLADOLID,FUENSALDAÑA,36664.20406623495
TORRELOBATÓN,VALLADOLID,,VALLADOLID,331341.05,4612829.38,386,VALLADOLID,FUENSALDAÑA,22579.2911206552
TRASPINEDO,VALLADOLID,,VALLADOLID,376970.5,4604474.19,1240,VALLADOLID,FUENSALDAÑA,27811.827820775892
URUEÑA,VALLADOLID,,VALLADOLID,316807.94,4621893.45,203,VALLADOLID,FUENSALDAÑA,36446.5696829496
VALLADOLID,VALLADOLID,,VALLADOLID,356499.5,4612610.28,300618,VALLADOLID,FUENSALDAÑA,7035.968305840683
VELLIZA,VALLADOLID,,VALLADOLID,337722.09,4604815.29,121,VALLADOLID,FUENSALDAÑA,20789.867260571733
VILLABARUZ DE CAMPOS,VALLADOLID,,VALLADOLID,334777.24,4652851.46,32,VALLADOLID,FUENSALDAÑA,38693.91172113786
VILLAFUERTE,VALLADOLID,,VALLADOLID,389776.82,4620952.16,86,VALLADOLID,FUENSALDAÑA,36719.50766193909
VILLANUEVA DE DUERO,VALLADOLID,,VALLADOLID,343862.15,4597980.21,1258,VALLADOLID,FUENSALDAÑA,22769.763732129348
